<<<<<<< HEAD
id,label,transcript
132,Sadness,"Ha, udah tau abis kala, final. Kok gue tiba-tiba nyasar disini. Kenapa ini coba nih? Tika kemarinan bisa nolbar juga. Udah disini. Saya juga nggak tau. Ini pakeannya juga masih pake nolbar. Saya juri gaya saya memondikirin langsung dari Old River. Untuk menjadi perwakilan. Ha, ada disini aduh. Aku lupa ingatan. Ah, aduh. Pain sih. Pain sih disini. Udah mana dicekin mula membangvalin? Ini emang nih. Awa. Curi gani ada magi sih. Udah biasa emang. Hey Old River, tunggal pain. Loh tau nggak. Loh udah bikin bos lagi tapi bikin gue dicaci maki. Bikin gue dinceginjur. Satu musim ini cukup ya. Awa sampai mesin depan. Kalau pejenda lagi. Ya tetap lagi tak kan. Glori, glori. Tul, gas."
133,Surprise,"Kalo tidak bisa, mobil se setelah polap bisa mencoba. Kamu bisa melet эти haroon, judginga yang kh boost Raymond Walprend untuk men點jikan PISA FULAP. Start Rapping Sńsa Modcer M da Masjid Disahines Henwoto Lilair Dodyson Terminat Kamu bisa satu cina. Kalo kawu bisa dua kali cina, kamu bisa satu pull up. Kalo kawu bisa dela panpul up, kamu bisa pull up dengan beban. Kalo kawu bisa pull up dengan beban 10 kali, kamu bisa pull up satu jari, follow untuk tips bikutnya."
134,Anger,"Dapat ya? Tapi kan ini semua udah dapet Masutnya ya kalau begitu seksitope juga mudah Pemuda gila, kalau ya Basi! Kasi poli Tapi kalau itu pernah keseri bila Ini tuh 2012-2012 Ini yang di keseri bitan berapa? Oke, emang bilang gak dipot umpohin Tapi gak sampai keseri b Terpuru dalam waktu yang lama Tapi cuma ada satu tim yang terpuru Kami berukulnya gak lama, dia bisa kembali kambet Itu cuma real Madrid Itu juga Itu betul-betul kan tau, oke? Saya tidak ada masalah dengan pencari Saya masalah Saya juga tidak ada masalah dengan personal dia Saya masalah dengan jersi dia Ampir Galolos, enam bra spare champion lo dia Ini kita bicara hasil di ujung Kau ini bicara konsisten? Ya, yang konsisten lo beralau sampai kan gak bisa hasil di ujung Yang di belugin yang itu sulit Ini yang teribak Gak pernah ada yang unbitan Semuanya Kalah Iya pernah ada kalah Perna ada kalahnya Nah, gimana? Nah ini kalau disulit unbitan"
135,Proud,"Nasa, nasa, asyi, di matah. Jangan berarti beli yang ini, mandapatkan lu kungam dari penggema. Itu numersat tuh kalau itu nanti, dan pas. Wad, ini ya, Ronaldun luat, Ronald Bohta, ada Instagramnya. Enjadsemen pemain ini, bukan Ghibli. Tapi kena mematangkan enjadsemen pemain. Itu apa kapan tingg, enjadsemen keleb, bagi soarampemain baru. Ya, apa mencepak bulan ini? Reliju, pengeluar dari lapangan. Kayak, namar. Joget-joget misalnya. Ria, jatunya kalau begitu, Ria. Oh, warna warna. Iya, itu. Garna co, tech MU, gak di ripos. Tapi amat di aloh di ripos. Oh, sebuah. Ya, mungkin nepunya hobby, apa? Photomodelah atau dia berotot, misalnya. Tunggu dulu, motor model dan berotototnya apa? Ya kan? Yang satu kan propesi, yang satu bentuk tubuh ini. Oke. Dia masih bisa dapet endorse, dia masih bisa dapet tang lain. Karena personal branding dia ketika dia main, bagus. Baham, sampai sini."
136,Anger,"Belanda kan tuh sendiri kan, kota football kan, telah wana Australia kita keteteraan. Kita terlalu menyenak. Betul. Terlalu berani. Nah akhirnya, nah yang menarik, bang. Ya menarik. Karena pemanggilan lili pali. Li-li pali. Sembesar apa pengarunya girek-girek. Saya rasa lili pali. Yang harus utakan kan bermain sabar sih. Kita tuh sangat tidak sabar ketika lawan China pertama. Berarti dengan kata lain, mes harus di dukung di bagajar dengan. Masalahnya ya, kita butuh poin ini, soalnya. Kita butuh poin. Tapi satu sisi kita juga butuh pertahanan yang kuat. Halo saya ya. Justru ini bagus juga buat bekam di jepang. Tapi kita harus menang besok. Tapi kalau harus dipilih, siapa yang dipilih untuk jadi cadangannya ferdo. Perjong. Saya pertama arhan. Arhan, arhan. Kenapa? Dibertingkan saya nampak tina ma."
137,Surprise,"Expresi pendukung interkira-kira kalau bisa dekspresikan mukanya seperti apa sih kan? Hmm, gimana? Oh gitu. Begini, begini, begini, begini. Ah, gitu. Mampuk pertama, gitu. Mampuk pertama, gitu. Pas 2 kosong. Pas 2 kosong. Pas 1 kosong dulu, lasung, pas 2 kosong, gitu. Pas 1 kosong. Oke, kita semua ngasih banget. Ya, kedua kosong. Terus intipin 2an, kalau inter, kalau inter, nyerang. Bidur. Hahaha. Jangan ngomod. Iya lagi. Mama, tadi kan sekorre 2 kosong. Expresinya, nah, sekarang dari kosaong gimana? Tiga kosong. Iya. Tiga kosong. Oh, no, no, no. Hahaha. Udah begitu, udah begitu. Terus itu, belum mati, ya? Jadi sambil dengan raksuara kalau ini. Iya, yang lain lagi. En 4 kosong. Expresinya asyiknya, seperti apa? Expres. Tadi kan, pergi sini, kan? Di kan, di dur gitu. Pake, di kan? Pas, kevara dong, kevara dong. Manat, kevara dong. Tak, menurut, menurut, menurut, menurut. Di mati, di mati, di matar. Di intibin, lo, jangan. Mati, di intif, apa, mati nasi? Mati, di intifin."
138,Proud,"kami juga pengen menantilkan yang terbaik di sana. Yang paling terakhir ya di Olympia, dia Tokyo ya. Melihat Gandabu Tri, Kreciapoli, Danapriani. Berhasilnya menjadi juara di Olympia, dia mendapatkan medalin mas. Itu menama-ama motivasi kita ya di Olympia, dia kali. Olympia ada pertama kami berdua dan hantusnya kami untuk berlaga di Olympia. Ya, terasanya pasti nang bangga, karena bisa berlaga juga di Olympique dan juga melihat atmos berolinti yang selalu keluar biasa. Dan tadi juga ini adalah Pestat Terbaik. Pestat terbaiknya terbaik ini. Pastinya ya, bangga juga ya. Tidak mudah, pastinya bisa bermain dioling-baga. Kita sudah mencoba di batal naluh, tapi belum berhasil. Dan saat kita bisa bermain dioling-baga di Paris, tahun ini, ya, semoga kita bisa memberikan yang tetap."
139,Surprise,"Stargazer Kartons hadir dengan tampang yang baru. Tapak depan sudah berubah dengan mengusung design kotak. Bagian belakang juga mengarah ke tema yang sama dengan bagian depan. Perubahan teknikkan terasa saat berkendara. Poin of younya lebih luas, karena dashboardnya lebih rendah, sehingga tidak menghalangi pandangan ke depan. Dan juga yang bisa saya rasakan disini adalah suspensinya. Terasa suspensinya itu seperti di korreksis sedikit. Sehingga ketika melawat jalanan rusak atau grefol, penumpang tidak terasa begitu bergo yang-go yang. Uniknya beberapa tumul di menu asy, sudah asyitif touch. Jadi serasa lebih modern. Jadi bagaimana? Dengan berubahan ini apakah Hyundai Stargazer Kartons bisa masuk adapter mobil pilihan kalian?"
13,Trust,"Pak, ada motor buat orang ganteng banget Apa tuh? Skomadi Ui, liat Ini sama di kaya punya gue nih Oh jadi pernah liat nih gue? Ganteng banget kan? Ganteng banget nih Komadi yang Adventure Series Ui, juga enteng di ganteng banget Jadi dia skutik, ya kan retro Tapi bisa buat... Terus, ini ada yang versi Frank Sanderson Frank Sanderson? Jadi yang buat kan namanya Frank Sanderson? Betul, nah dia bikin idealisik khusus dia Ui nih, ini motor Deren warnanya Pak? Ganteng banget Pak Ini, terus ada yang dewa, limited edition Ini, ini bagus ya Pak? Iya, ganteng Yang masuk sini ada 100 Karena tinggal, dia gak nyapes 10 katanya Wow, puru puru puru beli Pak Jadi belum dong nih yang beli ini Terus ada yang baru Jadi ini skomadi turisme picolo Color your way, baru launching hari ini Buru launching hari ini Di mana dia punya 9 pilihan warna? Ini, warnanya Dan warnanya terinspirasi dari super car Wow, ini... Kita ada begini super car, Pak? Mulai dari lock desk di metallik Majestic, file-metallik Dan kawan-kawan, ya? Coba, duduk Pak Kayanya... Duduk dong Eh, mau di beli ini gue nih Kandung Hah, coba cokkin buat gue Pak? Ganteng banget Terus tipa yang color your way ini Langsung dapat fly screen Oh, gak perlu nambah nih Selama kalau kita lihat Yang belakang, ya? Berlaku belakangnya, dia kurun juga Kaya tersebut ada, ada, ada Langsung dapat kalau beli yang dipot color your way Wai, cakap, cakap, ganteng Mau di beli ini Pak? Jadi Pak? Kan gue bilang Ini motor aja untuk buat karam ganteng Oh, ya saya gak kan, tungsi Banyak gue punya Wow, sama kalau teman-teman digias Beli skomadi misalnya dapat 2 tahun Free service Jadi 2 tahun Udah tinggalisi benzine 2an Ui, banyak banget ya Free service yang skerpart lagi Udah, kan? Mantuk banget Jadi buat teman-teman, bisa langsung kejias langsung ke haul 11.5 Di sini, kalian bisa rakyat motor-motor skomadi Dan kalau belum, kalian bisa lihat pala ada di sini Lu, gue jadi sayang Gak di beliin karena saya gak ganteng nih Udah"
140,Surprise,"punya baca 200 juta kalau di awal tahun lalu dapat kenggubi biasa aja sekarang bisa nge-class apa aja yang dapat ya? yang pertama ada di BuID, nggak usah pakai diskon harganya udah menarik banget karena dia di jual cuman dengan harga 150 juta rupiah untuk variant yang basic alias paling bawa benda kewuling yang ini dipalih menarik dari harga 279 jutaan dia bisa ditaapat cuma 150 juta rupiah aja percaya nggak tuh, oke las udah tengok sini aja deh yang beneran kok benda ke Suzuki, ternyata bisa dapat Suzuki Frongs GL variant manual di harga 249 juta rupiah 200 juta tambahin dikit lah lumayan mobil keren atau yang ini 200 juta, nggak apa? dapat hikma sama stress ya doang paling ini dia nih, apabilikan mobil yang jadi raja di harga 200 jutaan karena hampir semuanya mobilnya harganya 200 jutaan tapi jadi highlight kita kali ini ada dehatsu new terios variant terbawa yang manual dia sekarang di jual dengan harga 288 juta rupiah aja menarik banget nih, 7 penumbang loh dimitmisi, ternyata bisa dapat expander GLS manual yang harganya teriyata sekarang bisa dapat di 250 jutaan menarik banget nih kalau man ke cari 200 juta tambahin 40 juta aja bisa dapat ceriti go cross terbaru ini nih benda ke Toyota kalau tahun lalu kita milih agya tahun ini ternyata 12 juta rupiah dapat race G manual lebih keren ini sih, pasti lah kalau di Honda masih sama sama awal tahun kemarin daripotnya Honda Brio ECVT tapi kalau awal tahun kemarin 1990 juta sekarang bisa di beli 780 juta aja kalau di Hyundai bisa dapat stargazer essential tapi masih mukal lama di harganya sekarang 200 juta tambahin 42 juta rupiah ini udah dari harga 280 juta loh 200 juta tambahin 50 juta dapat nih Citroen C3 Air Cross udah mobil air apa 7C terbula kalau benda keseras masih ada C3 iwan yang harganya serah sekarang 168 juta rupiah ini pada yang tertingga yang jarakin 20 km kalau dari Fiat tahun kita bisa dapat VF3 192 juta 288 juta rupiah ini harganya mirip-mirip sama waktu launching sama dressi lebih masih oke lah"
141,Surprise,"Mesin boleh di depan, tapi penggerak rodanya bisa beda-beda cing. Pertama penggerak rodnya depan di mana tanaga mesin disalurin ke rodnya depan. Aran saman ini bisa memaksin makan ruang kabin dan relatif lebih ringan secara komponin pemaju dan sistem penggerak, seperti transmisi terpusa di depan aja. Salah satu kekurangannya, doi lebih berpotensi selipok doak selarasi apalagi pas nanyak. Lalu ada penggerak rodnya belakang yang memungkinkan distribusi bobot kendaraan lebih seimbang dan punya traksi yang lebih baik waktu okselarasi. Tapi umumnya, terutama di mobil konfensional, bakal makan ruang kabin karena butuh jalur untuk komponin pemgerak dari mesin, seperti transmisi, aspopol dan gardan. Terakhir kebungan kedua nya, tiada lain tiada bukan sistem penggerak kempat rodak, ketika belakang ilang grip depan bisa nari, begitu juga sebaliknya. Cok-ok nih buat ngadapin macam-macamnya dan terutama permukaan di cint atau kontur nggak beraduran. Tapi tentunya, BUNUSES secara diai lebih tinggi dan ngarki efisien si Bandakar karena relatif lebih berat. Imana, kalau kalian perifer penggerak depan belakang atau depan belakang nih."
142,Surprise,"Ini bakal jadi model termura dari Aion, tapi sole comfort dan spesifikasi go kilocuga ting. Jognya itu enak banget secara materialnya, pukul puknya dan dimensinya ini besar, utupan, jang, lebar dan akumodatif. Dan meskidian ngapain tanas kopi steering, posisi duduknya dah terbilang pasti. Terlambak kenyamanan bangkunya itu definti latency dengan pengaturan elektrik, lalu untuk konokivitasnya sendiri dan langkah sama Android Auto atau Apple CarPlay yang bisa connect secara wireless. Dan untuk sebuah mobil yang panjang nyambat ke 2 meter, aneru angkabinnya ke ating lapang. Panjang luas ke depan, lebar juga di mana di belakang bisa mat untuk tiga penumpang. Yang udah langkah sama etrez yang sembunyi di bagian jognya, ada andra juga. Jadi, berasanya masih sebagai penumpang. Yang paling penting, jarak tempunnya bisa jalan sampai 500 km sekali chas, jadi selain belginya kompek, tapi bisa juga untuk dipakai perjalanan jauh. Gimana, kabinnya cakap nggak untuk sebuah mobilis rekompaks, soku dan bawa di Dolphin atau Wolling Cloud. Biar nggak penasaran mendengsi makrifil lengkapnya, cuma di canama olah di nokey."
143,Surprise,"Benzin R8 dari merakperbeda kalau kita coba tarik-tarikan rak kira-kira asyla be, dan nggak sih? Marki Topping Mobilnya satu drivernya satu dan sebelumnya udah kita kuras dulu Benzin-nya untuk diisi pertama kuturbo dan kita ambil 5 kali data Nah udah gitu dari tekanan angin-banyak jumlah bahan bakar, yang itu disamain dan akan kita coba di kondisi yang sama juga, jadi langsung aja Tarik, mang Dari set pertama dengan pertama sturbu, kita ada pet accelerasi 0100 paling cepet di angkali 5.4 Tidak lari 211 metr-tercep di 8.8 tu de tik, nah dirata-rata dari total 5 tarikan Eferi 0100 ada di 5.7 jumpa detik, sementara lari 211 metr berbeda per 8.97 de tik Abis seran pertama kita kuras lagi untuk kemudian antedisi sama shelf di Power Nitro Plus Itu akan dipake jalan-jalan dulu diar Benzin-nya itu circulasi di sistem Jadi abis ini kita pake drang D2, kondisinya untuknya sama kayak kemarin, terus tekanan angin-ban udah samaan juga Jadi langsung aja kita test pake shelf di Power Nitro Plus Tarik, mang Well, kondisinya udah kita usahin, semedih bikin sampai waktu dan lokasi ngambil dintanya Liat hasil ngegeber pake Shell, best time dan average ternyata lebih cepet dari pas power Susinya emang tipe, tapi yang menarik kalau di tilih lagi angkanya itu lebih konsistend dari tarikan awal sampai ke akhir Gimana, sesuai ekspektasi nggak? Untuk lebih lengkapnya nonton aja di channelnya mulai di nokey? Kalau kalian sendiri pake yang mana nih?"
144,Surprise,"apabila mampu dengan budget 3 miliara, rasa yang akan belau doi kemedan yang kaya gini. Tapi biar kita tahu, Marki Chop Test nanyak naik rekses LM500 Sighting. Karena mau tercuman 4 penumpang, kali ini total bau-bau pengujian di 420 kg. Dan bisa dilihatkan kenapa nggak tega bahwa ketempat gini, cari perabis karena mau dikit. Cuma yang jelas, bakal mesin 2400 seisia turbo, hybrid dengan motor restrict plus penggerak 4D, Nike begini Airfortless. Ceradoy hybrid jadi untuk doangan biar masahat baban berata, tapi sih, penggerak aja sampai atas wastegate ikutan testis-sustit. Dimana, kalau punya rekses gini, bakal dibawa kemedan yang berat. Anyway, tunggu review lengkapnya di cara mau adil, oke?"
145,Sadness,"Sekilas tambilannya mulus, usia yang juga muda dan ngga kunya penat terabas banjir sedikit. Kalau nemusnya ni yang kayak gini, kira-kira bakal dibeli atau enggak nih. Temuan pertama, ternyata sehini-nya ini aslinya berplat eh, sirabon. Tapi tim kita nemunya jauh banget di mataram NTV. Pindahnya sih jauh, tapi ternyata masalahnya ikut juga. Begitu di cek lebih dalam. Asagah! Kalau enggak sted dan bawah jok depan udah diserang kerat-parah. Ini tanda-tanda kelasik mobil yang pernah nyemput ke banjir. Lanjut ke baris tengah, berikut jok, puluh ke arat. Lanthe dasar juga nggak kalah seram, kotor, lambab, dan masih tercium bawah sisi seair yang pernah masuk kabin. Dan ini yang paling nyeseer, aria bagasi, karatnya makin jadi, dan sisi-sisi seair masih nangkering manis dipodjokan. Benda-bener kenangan banjiri yang nggak bisa dilupakan. Jadi, meskipun mobil ini masih muda, cata ternyata lu main berat. Buat kamu yang lagi cari mobil bekas, jangan cuma lihat body luar, pastikan di cek total luar dalam. Biar nggak beli kucing dalam karung. Kejadian kaya gini sering banget kejadian, supaya aman, panggil aja timu inspeksi. Cukup dengan 150 ribu untuk inspeksi menyeluruh plus laporan lengkap dan konsultasi. Moleh lebih detail, tambah 50 ribu aja, buat dapetin laporan kondisi sistem elektrikal dari OBD. Lansu aja hubungi-mauinspeksi dengan klik link di bayu Instagram untuk informasi lebih lanjut ya. Atau tinggal pilih mobil bekas yang udah lolos inspeksi dari dealer-diller terferifikasi di web set meladin. Dijamin, aman!"
146,Surprise,"Paprika Jepang meskinya ketartutnya karena cari baru aja ngeri list bahwa play chief nih yang harganya ga nyampe primaratis juta ting adalah 38 C yang baru ngeri list diharga 499 juta Meski ini dengan gimi untuk sribhonsman pertama tapi yang jelas diharga normal 519 juta pun tetapi sanyo terabis kontestan hybrid, even plug-in hybrid lain di pasaran Bicara mendeng mendeng ini plug-in hybrid, dimana sanggup kasih performa ekstra tapi diberingin efisien si bahan bakar yang baik juga at least dari kapal beritasi di sebut sanggup gerak sampe 90 km dalam mode ifitan paminum bensin bahkan bisa dicas juga kalau merasa butuh range electric dimensi, masuknya medium SUV tapi ga comproming kapasitas angkut secara tetap sanggup muat sampe 70 penempang dan biar di kata jadi phev paling affordable tuturnya jauh dari kata pisi kita dapat layar serba besar di desk bor yang udah nangka connect kita kamera 540 Rajat ada spanolemik Sandrof bahkan sisi penumbang depan dapat masak sih segala Meski dia aku ini gokil sih prisingnya gimana? yang lagi timbang timbang buat meminang hybrid dari berenjepang atau Korea kira-kira jadi bimbang ga nih?"
